age,gender,marital_status,education_level,years_experience,skill_score,certifications,job_role,department,job_level,employment_type,remote_status,performance_score,projects_completed,overtime_hours,company_size,location,monthly_salary
22,Male,Single,High School,5.048552978840087,8,5,Product Manager,Data,Junior,Permanent,Remote,5,7,12.9,Large,Lagos,832325
27,Male,Single,high school ,5.836422221106126,4,4,Product Manager,Product,Junior,Permanent,Remote,2,7,16.3,Medium,Johannesburg,1030814
52,Male,Married,high school ,12.997890718207525,6,0,Data Scientist,Engineering,Mid,Contract,Remote,1,5,13.4,Large,Lagos,1146404
24,Male,Single,High School,15.655022009403213,7,3,Data Scientist,Product,Junior,Permanent,Remote,5,11,10,Medium,Johannesburg,1200735
40,Male,Married,Bachelor,5.19721528072324,8,3,IT Support,Product,Junior,Contract,Hybrid,5,2,17.8,Small,Nairobi,727263
56,Male,Single,BSc,8.344296809987828,3,5,DevOps Engineer,Engineering,Mid,Permanent,Remote,1,8,14.3,Large,Lagos,1006634
52,Male,Single,bachelor ,3.634888149773415,5,2,Software Engineer,Data,Mid,Permanent,Remote,3,8,12.5,Medium,Johannesburg,811843
48,Male,Married,high school ,10.070605219426032,8,1,Data Analyst,Data,Junior,Permanent,Hybrid,1,4,7,Medium,Nairobi,1149426
33,Female,Married,PhD,5.094199752289028,6,2,Product Manager,Engineering,Mid,Permanent,Onsite,4,3,13.3,Large,Lagos,981683
21,Female,Single,ph.d,4.155580547640811,1,3,Software Engineer,Data,Mid,Permanent,Onsite,1,10,0,Small,Johannesburg,794002
55,Male,Married,PhD,15.006349063262787,2,2,Data Scientist,Operations,Mid,Permanent,Onsite,4,7,15.5,Medium,Kigali,1194734
50,Female,Single,MSc,1.5757230280335772,3,3,DevOps Engineer,Security,Junior,Permanent,Hybrid,5,5,9.5,Medium,Johannesburg,776182
56,Female,Married,high school ,,7,4,Data Scientist,Product,Mid,Permanent,Remote,1,9,3.2,Small,Lagos,1070669
45,Male,Single,Master,9.939320984596003,10,0,Data Scientist,Data,Senior,Permanent,Remote,2,1,7.7,Small,Kigali,1473912
36,Female,Married,bachelor ,5.529486356187435,3,5,Data Scientist,Product,Junior,Permanent,Hybrid,1,4,6.8,Large,Lagos,660934
39,Female,Single,BSc,4.416013682984312,9,2,IT Support,Security,Mid,Permanent,Hybrid,3,5,9.5,Small,Kigali,773325
21,Male,Married,ph.d,17.926636001762574,9,5,Product Manager,Security,Junior,Permanent,Hybrid,1,5,1.4,Medium,Johannesburg,1388631
25,Female,Married,ph.d,9.920906290330784,8,4,Data Scientist,Data,Junior,Permanent,Onsite,1,2,12,Small,Johannesburg,1251526
42,Female,Single,bachelor ,6.765943609978096,9,4,Data Scientist,Product,Senior,Permanent,Onsite,5,15,6.2,Medium,Nairobi,1464218
44,Male,Married,PhD,4.168273441089207,8,0,Product Manager,Engineering,Junior,Permanent,Onsite,3,7,11.5,Small,Johannesburg,676596
57,Male,Single,BSc,8.783151395326747,9,0,Data Analyst,Engineering,Mid,Permanent,Hybrid,1,3,14,Small,Lagos,1012187
56,Female,Married,ph.d,0.06858948322260172,4,4,IT Support,Engineering,Junior,Contract,Onsite,2,6,17.7,Medium,Nairobi,482033
56,Female,Single,high school ,4.935594244112794,4,5,IT Support,Operations,Junior,Permanent,Hybrid,5,5,8.1,Large,Nairobi,702507
24,Male,Married,bachelor ,6.851604120808818,5,4,Software Engineer,Operations,Junior,Permanent,Onsite,4,5,16.9,Large,Lagos,879164
56,Male,Married,Bachelor,7.853967326787742,7,2,IT Support,Engineering,Mid,Contract,Remote,3,4,7.8,Small,Kigali,822572
38,Female,Single,MSc,6.430274652823563,9,2,Software Engineer,Product,Mid,Permanent,Hybrid,3,3,4.8,Medium,Nairobi,956622
36,Male,Single,high school ,4.227155025084414,4,1,Data Analyst,Engineering,Junior,Permanent,Remote,5,2,9,Large,Lagos,714430
38,Female,Married,Bachelor,10.682648582646152,7,1,Product Manager,Engineering,Senior,Contract,Hybrid,4,4,13.5,Small,Nairobi,1479984
42,Male,Married,ph.d,0.3933857432035106,6,4,Data Scientist,IT,Junior,Permanent,Onsite,5,6,10,Medium,Lagos,575795
22,Male,Divorced,PhD,5.888304511939624,9,1,DevOps Engineer,Operations,Senior,Permanent,Remote,3,4,14.9,Medium,Nairobi,1200296
41,Male,Single,high school ,4.928277750716044,9,4,Software Engineer,Operations,Junior,Permanent,Onsite,5,6,11.3,Medium,Kigali,827970
56,Male,Single,Master,11.047372400170662,9,0,DevOps Engineer,Engineering,Senior,Permanent,Hybrid,5,2,6.9,Large,Nairobi,1351445
59,Male,Married,Bachelor,5.164467622682541,5,0,DevOps Engineer,Engineering,Mid,Permanent,Remote,5,4,5.5,Medium,Kigali,835375
59,Female,Married,Master,8.750654227109242,3,2,IT Support,IT,Senior,Permanent,Hybrid,3,6,14.7,Large,Lagos,1086583
49,Female,Married,BSc,8.33218718463765,6,5,DevOps Engineer,IT,Mid,Permanent,Onsite,1,6,13.3,Large,Kigali,1213417
46,Male,Single,bachelor ,,2,3,Data Scientist,Operations,Mid,Permanent,Hybrid,4,6,6.1,Large,Nairobi,733758
41,Female,Single,MSc,6.737410460361495,7,5,Data Analyst,Operations,Junior,Permanent,Onsite,3,4,4,Medium,Lagos,782796
37,Male,Married,MSc,0.029056712900989545,7,4,Product Manager,Operations,Mid,Permanent,Hybrid,1,1,9.1,Large,Lagos,672345
36,Male,Single,bachelor ,8.405140873816928,2,5,Software Engineer,Operations,Senior,Permanent,Hybrid,4,4,9.4,Small,Johannesburg,1139007
51,Male,Married,Bachelor,4.078713864091323,6,2,IT Support,Product,Mid,Permanent,Hybrid,5,2,4,Small,Nairobi,810026
29,Male,Single,bachelor ,11.74667830739759,4,1,DevOps Engineer,Engineering,Mid,Permanent,Onsite,1,4,10.1,Large,Kigali,1150940
51,Female,Single,high school ,6.276927600488153,7,4,DevOps Engineer,Product,Junior,Permanent,Hybrid,2,6,6.9,Medium,Kigali,913434
34,Female,Married,bachelor ,3.9197747911830585,8,2,Data Scientist,Data,Senior,Permanent,Hybrid,4,4,12.4,Medium,Johannesburg,1306113
57,Male,Single,bachelor ,11.799435464779666,10,1,Data Scientist,Operations,Junior,Permanent,Remote,1,2,10,Large,Nairobi,1147266
22,Female,Single,BSc,3.512439341166588,1,4,Data Scientist,Operations,Junior,Permanent,Hybrid,4,2,11.6,Small,Nairobi,640252
34,Male,Divorced,High School,10.57878024539056,5,2,Product Manager,Engineering,Junior,Permanent,Remote,5,3,4.8,Small,Kigali,884148
53,Male,Married,high school ,8.870114696072532,9,3,Software Engineer,Operations,Senior,Permanent,Hybrid,2,5,14,Medium,Johannesburg,1286912
55,Male,Married,PhD,5.538273509601582,2,2,Product Manager,Operations,Mid,Permanent,Remote,1,5,8.6,Large,Johannesburg,820241
59,Female,Divorced,PhD,1.6560887779454312,4,4,DevOps Engineer,Product,Junior,Permanent,Hybrid,3,8,17,Large,Lagos,649778
40,Male,Single,PhD,11.966650167269371,8,1,IT Support,Data,Mid,Permanent,Onsite,4,4,8.5,Small,Kigali,1183344
22,Female,Single,BSc,9.00185622943744,5,4,Software Engineer,Product,Junior,Permanent,Hybrid,1,3,10.5,Small,Johannesburg,899504
39,Male,Single,PhD,3.912207916959323,8,4,Data Analyst,IT,Junior,Contract,Onsite,5,6,8.2,Small,Kigali,431382
57,Male,Married,ph.d,7.978422738378361,10,2,Data Analyst,Operations,Senior,Permanent,Remote,4,6,0.9,Large,Nairobi,1163939
38,Other,Married,bachelor ,11.024647594929943,10,4,DevOps Engineer,Product,Junior,Permanent,Remote,1,5,18.6,Large,Nairobi,1273894
36,Male,Married,bachelor ,7.448075176787549,1,5,Product Manager,Engineering,Junior,Permanent,Hybrid,5,3,6.2,Small,Nairobi,541859
24,Female,Married,MSc,7.953595330612387,7,0,Product Manager,Security,Junior,Permanent,Remote,4,6,3.8,Small,Lagos,855819
32,Female,Married,BSc,11.12801497521611,6,3,DevOps Engineer,Data,Mid,Permanent,Hybrid,5,5,15.1,Small,Kigali,1345712
49,Female,Single,High School,13.149051097212705,2,1,Product Manager,Security,Junior,Contract,Remote,1,6,11.1,Small,Johannesburg,836445
27,Male,Single,PhD,6.5216033001527975,7,3,Data Analyst,Data,Mid,Permanent,Remote,1,1,5.1,Medium,Kigali,619703
34,Male,Single,bachelor ,1.6502285386863624,3,5,Data Analyst,Engineering,Senior,Permanent,Onsite,3,7,14.4,Medium,Lagos,704680
32,Female,Single,PhD,1.789694745695816,4,2,Software Engineer,Engineering,Junior,Contract,Hybrid,5,4,5.8,Large,Johannesburg,574196
55,Female,Single,high school ,4.236028748640434,6,2,DevOps Engineer,Operations,Junior,Permanent,Hybrid,4,6,0,Medium,Kigali,860759
25,Female,Married,bachelor ,3.260433894324064,3,5,Software Engineer,Data,Mid,Permanent,Hybrid,4,3,8.7,Large,Nairobi,942069
37,Male,Single,high school ,0.2701244155972624,1,0,Product Manager,Engineering,Senior,Permanent,Hybrid,3,6,8.6,Large,Lagos,885411
52,Male,Married,BSc,14.391300012526195,10,2,DevOps Engineer,IT,Senior,Permanent,Hybrid,2,5,17.5,Large,Nairobi,1619450
30,Male,Single,PhD,9.112397049105333,1,5,Data Scientist,Data,Junior,Permanent,Hybrid,3,5,13.8,Small,Lagos,882978
37,Male,Divorced,MSc,4.904809612660035,6,2,Software Engineer,Engineering,Senior,Permanent,Hybrid,4,1,6.9,Medium,Nairobi,1082981
25,Male,Married,BSc,6.869932630432086,4,2,Data Analyst,Product,Junior,Permanent,Onsite,5,9,7.9,Small,Johannesburg,717704
29,Male,Divorced,MSc,,7,3,IT Support,Engineering,Junior,Permanent,Onsite,3,3,12.3,Small,Nairobi,643054
53,Male,Single,BSc,11.629287591634968,9,0,Data Scientist,Security,Senior,Contract,Remote,5,3,6.5,Small,Lagos,1427279
56,Female,Single,MSc,,8,4,DevOps Engineer,Data,Mid,Permanent,Hybrid,2,6,4.8,Small,Johannesburg,1023199
56,Female,Married,bachelor ,9.040111126577052,3,1,Data Analyst,Security,Junior,Permanent,Onsite,4,2,6.2,Large,Lagos,689490
38,Male,Single,bachelor ,,7,5,Data Scientist,Security,Junior,Permanent,Hybrid,2,4,11.8,Large,Johannesburg,1006147
29,Male,Single,bachelor ,5.34396761952296,1,0,IT Support,Operations,Junior,Permanent,Remote,5,3,19.3,Large,Nairobi,449398
49,Female,Single,PhD,11.970755489083567,2,3,DevOps Engineer,IT,Junior,Permanent,Hybrid,2,4,11.1,Medium,Kigali,948273
34,Male,Single,High School,0.46419163343292347,9,5,Product Manager,Engineering,Mid,Permanent,Hybrid,1,3,5.1,Large,Kigali,832272
45,Female,Married,BSc,6.405164399125441,10,4,Data Scientist,Data,Mid,Permanent,Hybrid,5,5,7.4,Small,Johannesburg,1122137
35,Female,Single,high school ,9.511082702908748,8,4,IT Support,Engineering,Senior,Permanent,Hybrid,3,6,3.6,Medium,Nairobi,1257017
26,Female,Divorced,bachelor ,8.85667800137754,7,5,IT Support,Security,Mid,Permanent,Onsite,5,5,10.1,Small,Johannesburg,873653
49,Female,Single,BSc,7.280743999113451,10,1,Data Scientist,Engineering,Junior,Contract,Onsite,3,5,0.3,Large,Lagos,835686
35,Male,Single,PhD,8.983054049352793,2,4,DevOps Engineer,Data,Senior,Permanent,Hybrid,2,5,17.8,Medium,Lagos,1305968
49,Female,Married,high school ,4.556704177582844,2,0,Data Scientist,Product,Mid,Permanent,Hybrid,4,4,8.7,Large,Johannesburg,793975
24,Male,Married,high school ,14.73118342133199,7,4,Data Scientist,Data,Junior,Permanent,Hybrid,1,8,9.6,Small,Kigali,1169684
38,Male,Married,high school ,0.5575285884326586,7,5,Data Scientist,Data,Junior,Contract,Hybrid,2,2,6,Large,Kigali,761232
59,Male,Married,PhD,11.648282977315098,6,3,Product Manager,Operations,Junior,Contract,Remote,5,5,14.2,Small,Johannesburg,881485
36,Male,Single,Bachelor,7.7579781471340645,10,4,Data Analyst,Engineering,Senior,Permanent,Hybrid,4,3,20,Small,Kigali,1303434
31,Male,Single,BSc,9.468436925457397,5,3,Software Engineer,Engineering,Mid,Permanent,Onsite,3,3,22.8,Small,Nairobi,1046424
34,Male,Single,high school ,10.178184070334957,6,4,Product Manager,Data,Mid,Contract,Hybrid,5,6,16.3,Large,Lagos,1280436
23,Female,Single,Master,9.222514413852972,9,1,Data Scientist,Security,Senior,Permanent,Hybrid,2,2,0,Medium,Lagos,1360162
58,Other,Divorced,Master,3.7559129577641155,4,0,IT Support,Product,Senior,Permanent,Remote,2,11,6.5,Large,Johannesburg,801793
38,Male,Married,high school ,5.854921242044874,10,3,DevOps Engineer,Operations,Junior,Permanent,Hybrid,4,7,16,Small,Johannesburg,1047495
40,Male,Single,bachelor ,1.193641331764674,1,4,Product Manager,Product,Senior,Permanent,Remote,5,3,11.3,Medium,Kigali,920350
45,Male,Married,high school ,5.80601709595431,9,2,Software Engineer,Product,Junior,Permanent,Hybrid,5,4,10.5,Large,Johannesburg,856242
58,Female,Married,bachelor ,8.290075979233771,8,2,DevOps Engineer,Operations,Senior,Permanent,Onsite,3,6,18.6,Medium,Johannesburg,1164743
33,Male,Single,MSc,9.428513101426814,2,0,Software Engineer,Security,Senior,Permanent,Remote,2,4,6,Medium,Johannesburg,1217120
24,Female,Single,BSc,8.565737379977046,4,5,Product Manager,Security,Mid,Permanent,Hybrid,1,9,8.9,Medium,Kigali,814821
34,Male,Single,bachelor ,,3,3,IT Support,Operations,Mid,Permanent,Hybrid,2,5,7.9,Small,Johannesburg,769921
53,Female,Married,Bachelor,4.751304270317087,3,1,IT Support,Product,Mid,Permanent,Onsite,1,6,0,Small,Johannesburg,847238
48,Male,Single,Master,4.35100204252989,6,5,DevOps Engineer,Security,Junior,Permanent,Onsite,4,2,1.3,Large,Kigali,898034
57,Male,Married,high school ,1.759328267026567,7,1,IT Support,Product,Junior,Permanent,Onsite,4,6,13.4,Small,Nairobi,347734
28,Male,Single,bachelor ,3.6562663955849595,8,0,Data Analyst,Product,Junior,Contract,Hybrid,2,7,14.4,Medium,Kigali,546333
54,Male,Single,PhD,7.005116721478038,7,1,IT Support,Security,Senior,Contract,Onsite,2,6,9.8,Small,Kigali,1332334
25,Female,Single,high school ,12.655154083113711,9,4,Software Engineer,Engineering,Mid,Permanent,Onsite,1,0,8.7,Medium,Kigali,1484126
25,Female,Married,ph.d,3.187742683164017,2,5,DevOps Engineer,Engineering,Mid,Contract,Remote,2,2,16.2,Large,Nairobi,699149
51,Male,Married,high school ,2.484542259977208,10,0,Data Scientist,Engineering,Junior,Permanent,Remote,4,1,8,Small,Johannesburg,701722
29,Female,Married,PhD,4.602110225421784,4,5,Data Scientist,Engineering,Senior,Permanent,Hybrid,4,3,9.8,Large,Kigali,996521
52,Male,Single,PhD,8.349865548344443,2,3,Software Engineer,Security,Junior,Permanent,Onsite,3,3,3.4,Large,Kigali,787433
53,Female,Single,MSc,11.894831561434172,3,1,IT Support,Security,Junior,Permanent,Onsite,1,6,11.4,Large,Kigali,977545
23,Male,Single,Master,6.653964369240121,10,4,Data Scientist,Operations,Junior,Permanent,Hybrid,5,4,10.7,Large,Nairobi,1287814
50,Female,Single,High School,1.216485016191955,1,5,DevOps Engineer,Data,Senior,Permanent,Onsite,2,4,10.6,Small,Lagos,852280
32,Male,Married,high school ,2.0676686868797987,8,5,Software Engineer,Security,Senior,Permanent,Onsite,4,6,16.8,Medium,Kigali,1145802
49,Male,Single,MSc,7.753125554639777,5,1,IT Support,Engineering,Senior,Permanent,Remote,1,6,12,Small,Johannesburg,961589
23,Male,Single,bachelor ,10.981017578704225,5,0,Data Analyst,Product,Mid,Permanent,Onsite,3,5,13.2,Large,Kigali,868300
46,Male,Single,ph.d,14.26296769936513,8,0,Data Scientist,Data,Senior,Permanent,Onsite,1,3,19.3,Medium,Johannesburg,1552246
50,Female,Single,Bachelor,2.270396660389057,9,1,DevOps Engineer,Engineering,Mid,Permanent,Hybrid,2,6,13.1,Medium,Nairobi,661168
29,Male,Married,bachelor ,7.559097525137276,9,5,IT Support,IT,Junior,Permanent,Onsite,5,7,13.1,Large,Lagos,1004871
46,Other,Married,Bachelor,2.880619851019203,10,0,DevOps Engineer,IT,Mid,Permanent,Hybrid,1,5,2.8,Medium,Kigali,871062
22,Female,Married,MSc,3.4054932976614936,9,2,IT Support,Operations,Senior,Permanent,Hybrid,2,3,4.4,Large,Nairobi,940796
23,Female,Married,high school ,3.066753070900635,2,5,DevOps Engineer,IT,Senior,Permanent,Hybrid,3,5,10.1,Medium,Nairobi,1106298
24,Female,Single,high school ,5.662955340901863,7,0,Data Scientist,Operations,Mid,Permanent,Onsite,1,6,9.3,Small,Johannesburg,910317
45,Female,Married,high school ,3.4708836561101175,7,3,IT Support,Security,Junior,Contract,Onsite,2,8,5.3,Medium,Nairobi,663533
33,Other,Single,bachelor ,16.915384227733867,4,1,DevOps Engineer,Security,Mid,Permanent,Hybrid,1,4,8.5,Large,Johannesburg,1174715
59,Female,Married,PhD,5.161296866857311,5,5,Product Manager,Operations,Senior,Permanent,Remote,1,8,3.9,Medium,Kigali,1015257
55,Male,Married,PhD,10.951112443437971,6,2,Product Manager,Security,Junior,Permanent,Onsite,3,5,11,Medium,Johannesburg,982719
43,Female,Married,PhD,4.361889301460806,7,1,Data Analyst,Operations,Senior,Permanent,Remote,1,4,16.3,Large,Johannesburg,1224668
29,Female,Single,PhD,15.932962119472911,2,5,Software Engineer,Data,Junior,Permanent,Hybrid,3,4,12.1,Small,Kigali,1307756
22,Female,Divorced,MSc,8.356259925675316,10,0,Product Manager,Data,Senior,Permanent,Remote,1,7,7.2,Medium,Johannesburg,1137436
51,Male,Married,Master,10.34772691811209,2,2,Product Manager,IT,Mid,Permanent,Hybrid,4,5,15.4,Small,Nairobi,989774
22,Male,Married,MSc,4.635689961576247,2,1,Data Analyst,Data,Junior,Permanent,Onsite,5,7,15.7,Small,Kigali,505319
52,Female,Single,BSc,10.905762420409504,5,0,Product Manager,Engineering,Junior,Permanent,Hybrid,5,4,9.9,Medium,Lagos,806950
38,Female,Single,PhD,8.339556103271672,6,5,Product Manager,Operations,Senior,Contract,Remote,4,5,0.2,Large,Nairobi,1201010
33,Male,Single,high school ,5.484089816499182,6,0,DevOps Engineer,Engineering,Mid,Permanent,Remote,5,7,8.7,Small,Johannesburg,955144
25,Male,Single,BSc,2.680434254281476,3,5,Data Scientist,Data,Mid,Permanent,Onsite,3,6,9.7,Large,Nairobi,843387
30,Male,Married,MSc,6.0498259561217,4,1,Data Analyst,Security,Junior,Contract,Hybrid,2,2,0,Large,Nairobi,763429
45,Female,Married,ph.d,5.7074260855101295,7,5,IT Support,Product,Junior,Permanent,Hybrid,3,1,2.2,Medium,Johannesburg,680343
54,Male,Single,High School,10.476113106345704,7,1,IT Support,Data,Mid,Permanent,Onsite,2,4,8,Large,Kigali,993391
57,Female,Married,ph.d,6.07100453760935,6,1,Software Engineer,Operations,Senior,Permanent,Hybrid,3,3,13.6,Small,Nairobi,1029919
50,Female,Single,Bachelor,,1,2,Software Engineer,Product,Senior,Permanent,Hybrid,3,3,6.3,Small,Kigali,839843
27,Female,Single,High School,9.584720194012725,10,2,Product Manager,Product,Mid,Permanent,Onsite,2,4,5.4,Medium,Kigali,1173672
26,Male,Married,MSc,12.172666327753166,6,3,Product Manager,Operations,Junior,Permanent,Remote,4,4,14.3,Small,Kigali,740662
23,Female,Married,Bachelor,0.33573005988623716,1,2,IT Support,Security,Mid,Permanent,Hybrid,4,8,5.1,Small,Kigali,296408
33,Female,Married,PhD,14.218922453584216,5,0,Data Analyst,IT,Mid,Permanent,Hybrid,4,6,6.2,Large,Nairobi,948915
23,Male,Single,high school ,12.586607212613405,6,2,Data Scientist,Security,Junior,Permanent,Onsite,4,4,0,Small,Lagos,1028678
46,Male,Single,bachelor ,4.476477339468116,7,1,DevOps Engineer,Security,Senior,Permanent,Hybrid,3,6,4.5,Small,Nairobi,1250223
44,Female,Single,high school ,2.5313615727294154,8,1,Software Engineer,Security,Mid,Permanent,Remote,3,4,6.3,Large,Johannesburg,667586
26,Female,Single,bachelor ,11.211909827700868,9,2,Product Manager,Data,Junior,Permanent,Remote,1,7,8.4,Large,Nairobi,997487
32,Female,Single,High School,1.5214032818477294,6,0,Software Engineer,Security,Senior,Permanent,Onsite,5,6,8,Medium,Nairobi,874206
56,Male,Married,BSc,4.326637687130374,7,3,IT Support,Security,Senior,Permanent,Onsite,1,2,15.6,Large,Lagos,985768
22,Male,Single,Bachelor,1.7394810339748563,4,1,Data Analyst,Data,Senior,Permanent,Hybrid,5,3,7.9,Small,Nairobi,611870
31,Male,Single,ph.d,7.023631237923625,10,4,IT Support,Security,Senior,Permanent,Hybrid,5,10,6.5,Large,Johannesburg,1077440
59,Female,Married,bachelor ,12.860740573488512,7,3,Data Scientist,Product,Junior,Permanent,Onsite,3,5,13.1,Large,Johannesburg,1134695
54,Female,Married,Master,8.49966733740531,10,5,Data Analyst,Product,Senior,Permanent,Hybrid,4,5,4.6,Large,Johannesburg,1413373
46,Male,Divorced,ph.d,11.072297994891297,1,4,Data Scientist,Operations,Senior,Permanent,Onsite,2,3,3.3,Small,Nairobi,966904
38,Male,Married,high school ,5.592790097861264,3,4,Data Scientist,Operations,Mid,Permanent,Remote,3,6,12.7,Small,Johannesburg,746100
41,Female,Single,MSc,7.389211317447382,1,4,Data Analyst,IT,Senior,Permanent,Remote,2,6,13.5,Small,Kigali,1086055
56,Female,Single,Bachelor,2.0942489414018794,8,1,Data Scientist,Security,Junior,Permanent,Remote,1,6,5.7,Medium,Lagos,695466
42,Male,Married,High School,6.612456285846738,3,1,Software Engineer,Product,Senior,Permanent,Hybrid,4,13,13.7,Large,Johannesburg,1294483
50,Female,Married,ph.d,4.016119561373829,7,4,Product Manager,Data,Mid,Permanent,Onsite,1,6,6.4,Small,Nairobi,635964
50,Female,Married,ph.d,6.358918806494913,2,4,Data Analyst,Security,Mid,Permanent,Remote,4,5,7.9,Medium,Nairobi,1057744
28,Male,Single,bachelor ,6.083951709528122,5,3,IT Support,Operations,Mid,Permanent,Hybrid,3,7,0,Medium,Johannesburg,722695
54,Male,Single,ph.d,5.74224048794394,3,1,IT Support,Security,Senior,Permanent,Onsite,2,9,16.2,Large,Johannesburg,946753
29,Male,Married,MSc,15.43022799972069,10,4,Product Manager,Engineering,Mid,Permanent,Hybrid,4,3,16.3,Small,Kigali,1331486
40,Male,Single,bachelor ,14.070178610847705,3,0,IT Support,Data,Senior,Permanent,Remote,5,7,11,Medium,Lagos,1085899
45,Female,Married,high school ,12.664569526166972,5,5,Product Manager,Security,Junior,Permanent,Onsite,3,9,15,Large,Johannesburg,997779
39,Male,Divorced,BSc,14.18023586998903,8,1,Software Engineer,Product,Senior,Permanent,Onsite,3,5,16.2,Medium,Lagos,1628743
25,Male,Married,PhD,12.677210597111468,2,1,IT Support,Operations,Mid,Permanent,Hybrid,4,3,13.2,Small,Nairobi,956411
31,Male,Single,Master,6.910490663559308,4,5,IT Support,Security,Senior,Permanent,Onsite,4,10,12.3,Large,Lagos,973828
35,Male,Single,BSc,6.500361579843247,4,5,Software Engineer,Operations,Junior,Permanent,Onsite,1,4,6.6,Small,Nairobi,985294
28,Female,Single,bachelor ,7.941601002082319,5,5,IT Support,Engineering,Senior,Permanent,Hybrid,3,3,9.2,Large,Nairobi,1153091
39,Male,Married,Master,6.157260325138347,6,0,IT Support,IT,Mid,Permanent,Onsite,5,3,12.5,Medium,Johannesburg,981559
43,Male,Married,Bachelor,2.839818474270193,9,5,Software Engineer,Data,Senior,Permanent,Remote,2,8,3.7,Medium,Lagos,1073415
47,Female,Single,high school ,8.186421022188057,5,4,DevOps Engineer,Operations,Junior,Permanent,Remote,5,4,2.9,Small,Kigali,1170437
52,Male,Single,High School,0.7355156657866768,10,2,Software Engineer,IT,Senior,Permanent,Hybrid,2,5,7.7,Large,Kigali,1227654
46,Female,Single,ph.d,7.550566561825439,8,1,DevOps Engineer,Security,Senior,Permanent,Remote,1,4,14.3,Medium,Lagos,1295459
47,Male,Divorced,High School,3.0209084596954217,5,5,Software Engineer,Engineering,Mid,Permanent,Remote,4,4,1.7,Small,Lagos,696451
39,Female,Married,bachelor ,6.675844518517198,3,4,DevOps Engineer,Security,Mid,Permanent,Remote,2,7,10.1,Large,Nairobi,1147264
49,Female,Single,Master,7.764813770156541,6,5,IT Support,Engineering,Mid,Permanent,Onsite,5,2,8.1,Small,Nairobi,1037449
59,Male,Married,ph.d,5.5885861143887245,4,0,Product Manager,Data,Junior,Contract,Remote,4,8,11.5,Small,Nairobi,738135
53,Female,Married,bachelor ,0.43795654851738064,5,0,DevOps Engineer,Data,Mid,Permanent,Remote,5,2,0.3,Large,Kigali,867531
39,Male,Married,MSc,2.247924666201932,8,1,Product Manager,Operations,Senior,Permanent,Onsite,1,9,7.5,Medium,Lagos,1219728
57,Female,Married,MSc,8.8329744867202,4,0,Data Analyst,Operations,Junior,Permanent,Remote,1,3,5.6,Large,Nairobi,747197
39,Male,Married,Master,4.770231224612452,7,0,Data Analyst,Data,Mid,Permanent,Onsite,5,2,21.5,Large,Johannesburg,805166
53,Female,Single,ph.d,9.243399011137587,3,4,IT Support,Data,Mid,Permanent,Onsite,5,3,13.2,Large,Kigali,1114196
36,Male,Married,MSc,7.038805166526274,4,5,IT Support,Security,Junior,Permanent,Remote,5,5,11.2,Medium,Kigali,706158
43,Female,Married,Bachelor,6.20867243555809,8,0,Product Manager,Operations,Mid,Contract,Remote,2,5,9.8,Small,Nairobi,963292
27,Other,Single,Master,8.39057435248611,8,2,Data Scientist,Security,Senior,Permanent,Onsite,3,4,5.7,Small,Kigali,1275346
46,Female,Single,MSc,4.300411712420763,9,4,Data Analyst,Operations,Mid,Permanent,Remote,3,5,13.4,Small,Johannesburg,821310
52,Male,Single,MSc,8.601579672292338,4,4,Product Manager,Operations,Mid,Permanent,Onsite,3,2,7.3,Large,Lagos,1127085
32,Male,Single,Master,5.321971670078565,10,1,IT Support,Engineering,Senior,Permanent,Onsite,2,3,9.5,Large,Johannesburg,1159903
28,Male,Single,Bachelor,17.145142236157742,4,4,Data Analyst,Product,Junior,Permanent,Hybrid,3,6,7.9,Large,Nairobi,1255981
25,Male,Married,Master,2.4642575314556634,5,1,Data Analyst,Data,Junior,Permanent,Remote,3,3,15.9,Medium,Johannesburg,580854
48,Male,Single,high school ,5.571005479743827,5,0,DevOps Engineer,Engineering,Junior,Permanent,Hybrid,3,3,11.6,Medium,Kigali,761177
25,Male,Single,High School,5.732372012189782,3,3,Data Analyst,Operations,Junior,Permanent,Hybrid,5,2,14.2,Medium,Lagos,675087
46,Male,Married,PhD,1.5925377557565206,1,2,IT Support,Product,Senior,Permanent,Onsite,2,6,17.6,Large,Johannesburg,837640
25,Male,Married,Bachelor,9.903250356394103,10,5,Product Manager,Product,Mid,Permanent,Onsite,5,2,10.5,Medium,Nairobi,1401979
42,Male,Single,PhD,5.285103675677668,1,2,Data Scientist,Engineering,Junior,Permanent,Hybrid,5,4,13.2,Large,Johannesburg,525712
35,Male,Single,Bachelor,,8,0,IT Support,IT,Mid,Permanent,Remote,4,4,0.7,Medium,Nairobi,723813
33,Male,Married,high school ,9.780514286181333,4,3,Data Analyst,IT,Senior,Permanent,Hybrid,2,4,7.9,Medium,Nairobi,1149421
48,Female,Married,PhD,4.455324874588577,10,4,DevOps Engineer,Operations,Junior,Permanent,Hybrid,1,9,3.4,Small,Kigali,979036
53,Male,Single,Bachelor,6.580394308320934,2,3,DevOps Engineer,Security,Junior,Permanent,Remote,2,7,12.8,Medium,Kigali,927689
43,Male,Married,PhD,9.707290319423434,6,4,Software Engineer,Security,Junior,Permanent,Onsite,3,5,9.4,Medium,Lagos,702819
